Id,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude,Miles,NumStops,Price,HazMat,Pickup
22358070,40.47,-82.04,41.28,-86.64,266.0,2,1150.0,0,2021-02-11 13:00:00
22358127,43.0,-87.52,42.06,-87.98,40.0,2,500.0,0,2021-02-12 13:00:00
22358140,42.36,-87.09,40.54,-90.72,232.0,2,1250.0,0,2021-02-15 13:00:00
22358141,42.38,-87.39,40.11,-90.05,238.0,2,800.0,0,2021-02-15 13:00:00
22358142,42.45,-87.26,40.97,-90.67,232.0,2,1000.0,0,2021-02-15 13:00:00
22358301,33.82,-96.97,33.47,-96.32,56.0,2,700.0,0,2021-02-24 13:15:00
22358320,41.0,-86.0,41.0,-86.0,1.0,2,375.0,1,2021-02-24 14:15:00
22358646,30.17,-94.26,30.8,-97.11,160.0,2,595.0,0,2021-02-09 13:30:00
22358687,42.36,-87.54,40.21,-86.03,179.0,2,800.0,0,2021-02-11 14:30:00
22358693,42.31,-87.39,40.72,-86.91,144.0,2,829.0,0,2021-02-10 14:30:00
22358731,33.16,-96.16,33.66,-96.14,34.0,2,750.0,0,2021-02-18 14:30:00
22358733,33.02,-96.04,32.77,-99.87,185.0,2,950.0,0,2021-02-14 14:30:00
22358734,40.69,-85.39,30.24,-97.16,1244.0,3,4034.0,0,2021-02-19 14:30:00
22358831,40.25,-81.34,41.63,-81.64,112.0,2,800.0,0,2021-02-10 14:30:00
22358832,40.34,-81.5,41.85,-80.61,102.0,2,655.0,0,2021-02-17 14:30:00
22358873,40.04,-88.17,40.46,-82.09,349.0,2,1700.0,0,2021-02-17 14:45:00
22358875,26.5,-97.76,33.57,-96.37,511.0,2,1400.0,0,2021-02-08 14:45:00
22358912,42.27,-87.38,40.79,-81.38,387.0,2,1900.0,0,2021-02-11 14:45:00
22358916,42.45,-87.83,41.57,-88.6,96.0,2,600.0,0,2021-02-12 14:45:00
22358948,33.41,-96.86,26.82,-97.38,501.0,2,625.0,0,2021-02-14 14:45:00
22358988,28.34,-99.5,33.75,-96.45,435.0,2,935.0,0,2021-02-09 14:45:00
22359266,33.84,-96.8,26.7,-97.1,504.0,2,425.0,0,2021-02-15 14:00:00
22359331,42.14,-87.53,42.86,-84.53,207.0,2,1250.0,0,2021-02-09 14:00:00
22359487,30.91,-94.91,41.59,-82.24,1319.0,2,3000.0,0,2021-02-09 15:00:00
22359515,42.59,-87.56,41.16,-87.18,36.0,2,500.0,0,2021-02-20 15:00:00
22359565,41.08,-89.46,41.37,-84.58,330.0,2,1502.0,0,2021-02-12 15:00:00
22359637,33.58,-96.47,30.09,-94.43,240.0,2,941.0,1,2021-02-13 15:15:00
22359795,40.96,-88.21,40.45,-85.71,176.0,2,1300.0,0,2021-02-12 15:30:00
22359900,42.59,-88.93,41.48,-81.38,445.0,2,2226.0,0,2021-02-12 15:30:00
22359952,33.51,-96.47,30.47,-103.67,571.0,2,1900.0,0,2021-02-09 16:30:00
22360053,33.34,-96.82,33.77,-96.94,44.0,2,350.0,0,2021-02-10 15:30:00
22360090,32.78,-95.46,33.34,-97.08,1447.0,5,4300.0,0,2021-02-09 15:30:00
22360312,28.2,-99.83,30.25,-95.18,328.0,2,900.0,0,2021-02-09 15:45:00
22360347,42.08,-87.85,42.16,-87.56,40.0,2,200.0,0,2021-02-09 15:45:00
22360363,38.95,-88.94,32.69,-105.6,1227.0,2,1800.0,0,2021-02-12 16:45:00
22360405,38.88,-88.33,32.87,-105.32,1234.0,2,1800.0,0,2021-02-12 16:00:00
22360424,30.9,-94.12,38.75,-88.71,794.0,2,1800.0,0,2021-02-16 15:00:00
22360466,33.33,-96.52,29.61,-97.27,280.0,2,500.0,0,2021-02-10 14:00:00
22360843,33.48,-96.02,30.2,-94.96,280.0,2,500.0,0,2021-02-10 15:00:00
22360932,34.0,-97.0,34.0,-97.0,1.0,2,565.0,0,2021-02-21 16:15:00
22360934,33.77,-96.55,33.43,-96.41,36.0,2,300.0,0,2021-02-11 16:15:00
22360938,41.1,-83.48,41.52,-85.6,86.0,2,566.0,0,2021-02-15 16:15:00
22361249,33.64,-96.37,33.77,-96.13,49.0,2,200.0,0,2021-02-10 16:30:00
22361313,40.64,-85.76,43.69,-92.7,521.0,2,1384.0,0,2021-02-17 17:45:00
22361336,40.58,-86.82,31.9,-94.36,931.0,2,2050.0,0,2021-02-09 16:45:00
22361346,30.28,-94.16,42.05,-91.41,1033.0,2,1450.0,0,2021-02-10 17:45:00
22361357,30.25,-97.17,33.38,-96.34,210.0,2,704.0,0,2021-02-11 16:45:00
22361418,33.93,-96.21,33.53,-96.63,49.0,2,100.0,0,2021-02-10 16:45:00
22369797,33.7,-96.81,30.21,-94.92,296.0,2,500.0,0,2021-02-10 17:45:00
22372812,42.06,-87.33,40.02,-82.78,320.0,2,1250.0,0,2021-02-16 17:00:00
22373532,30.66,-94.91,41.44,-81.1,1294.0,2,2600.0,0,2021-02-09 18:15:00
22373826,33.84,-96.07,34.87,-101.23,362.0,2,812.0,0,2021-02-09 20:30:00
22374326,28.32,-99.18,33.8,-96.56,419.0,2,1500.0,0,2021-02-11 03:30:00
22374340,38.06,-87.24,30.64,-94.37,839.0,2,1475.0,0,2021-02-11 03:30:00
22374357,30.25,-94.04,33.1,-96.45,259.0,2,450.0,0,2021-02-23 03:30:00
22374586,29.39,-100.62,30.74,-94.99,346.0,2,1211.0,0,2021-02-11 06:00:00
22374604,26.86,-97.09,30.67,-94.17,349.0,2,900.0,0,2021-02-15 06:15:00
22374644,33.31,-96.29,32.84,-94.46,98.0,2,500.0,0,2021-02-15 06:30:00
22374916,33.03,-96.49,34.78,-101.4,348.0,4,750.0,1,2021-02-15 07:00:00
22374949,38.74,-88.7,26.21,-97.68,1230.0,2,1500.0,0,2021-02-16 08:15:00
22374974,41.75,-82.68,41.27,-87.46,299.0,2,436.0,0,2021-02-10 07:15:00
22374976,41.7,-82.18,41.6,-87.18,297.0,2,491.0,0,2021-02-10 07:15:00
22375028,38.65,-88.14,26.76,-97.14,1229.0,2,1375.0,0,2021-02-15 08:15:00
22375056,42.49,-87.45,38.69,-87.71,285.0,2,1600.0,0,2021-02-17 07:15:00
22375062,42.78,-87.07,42.55,-93.77,322.0,2,1050.0,0,2021-02-15 07:15:00
22375071,42.96,-87.69,42.41,-83.28,251.0,2,1200.0,0,2021-02-18 07:15:00
22375073,42.03,-87.79,42.87,-83.36,249.0,2,1200.0,0,2021-02-15 07:15:00
22375189,40.87,-81.95,40.35,-81.14,345.0,3,1049.0,0,2021-02-18 07:15:00
22375190,40.14,-81.78,40.05,-81.95,348.0,3,1054.0,0,2021-02-16 07:15:00
22375298,33.08,-96.11,29.58,-97.37,275.0,2,519.0,0,2021-02-22 07:30:00
22375386,30.78,-94.31,38.11,-87.25,885.0,2,2200.0,0,2021-02-09 07:30:00
22375492,30.4,-94.3,40.22,-85.87,1067.0,2,2400.0,0,2021-02-09 07:45:00
22375520,42.85,-87.51,40.33,-82.85,378.0,2,1250.0,0,2021-02-17 07:45:00
22375523,42.48,-87.36,40.8,-82.56,373.0,2,1200.0,0,2021-02-22 07:45:00
22375542,42.67,-87.99,40.68,-82.49,380.0,2,1400.0,0,2021-02-23 07:45:00
22375552,42.0,-87.57,41.72,-83.06,252.0,2,1250.0,0,2021-02-10 07:45:00
22375566,42.63,-95.87,41.27,-87.84,494.0,2,1400.0,0,2021-02-19 07:45:00
22375573,28.57,-97.91,30.12,-94.14,252.0,2,525.0,0,2021-02-10 07:45:00
22375641,33.31,-96.54,30.51,-94.82,269.0,2,650.0,0,2021-02-15 07:45:00
22375776,41.55,-82.44,33.33,-94.6,1056.0,2,1775.0,0,2021-02-19 08:00:00
22375799,26.35,-97.69,33.47,-96.91,512.0,2,1850.0,0,2021-02-09 07:00:00
22375863,39.35,-80.04,41.84,-80.41,170.0,2,700.0,0,2021-02-09 07:00:00
22376000,33.05,-96.32,30.01,-94.75,234.0,2,500.0,0,2021-02-11 08:00:00
22376001,33.8,-96.82,33.97,-96.1,24.0,2,453.0,0,2021-02-11 08:00:00
22376009,33.17,-96.43,33.57,-96.5,25.0,2,350.0,0,2021-02-11 08:00:00
22376104,33.65,-96.99,33.42,-96.4,43.0,2,582.0,0,2021-02-09 08:15:00
22376282,39.36,-86.0,41.44,-83.09,222.0,2,1100.0,0,2021-02-16 08:30:00
22376582,31.39,-98.32,33.35,-96.01,201.0,2,700.0,0,2021-02-15 08:30:00
22376804,28.97,-99.08,42.82,-87.28,1323.0,2,2900.0,0,2021-02-11 08:45:00
22376836,30.03,-93.88,41.32,-83.07,1193.0,2,2400.0,0,2021-02-12 08:45:00
22376939,33.16,-96.81,30.68,-97.27,238.0,2,900.0,0,2021-02-22 08:00:00
22376977,33.9,-96.77,32.4,-95.07,129.0,2,869.0,0,2021-02-15 08:00:00
22377081,28.3,-99.99,33.67,-96.38,427.0,2,1300.0,0,2021-02-12 08:00:00
22377085,28.07,-99.89,33.67,-96.88,426.0,2,1200.0,0,2021-02-12 08:00:00
22377165,40.36,-90.79,42.01,-87.99,286.0,2,1167.0,0,2021-02-11 09:00:00
22377180,41.0,-81.0,41.0,-81.0,9.0,2,347.0,0,2021-02-10 07:00:00
22377271,42.0,-88.0,42.0,-88.0,10.0,2,324.0,0,2021-02-15 09:15:00
22377298,38.16,-85.89,40.02,-85.14,124.0,2,300.0,0,2021-02-10 09:15:00
22377442,38.89,-85.9,40.91,-85.43,122.0,2,300.0,0,2021-02-12 09:30:00
22377460,29.88,-99.6,40.89,-85.73,1336.0,2,2800.0,0,2021-02-09 10:30:00
22377586,33.24,-96.51,28.23,-99.96,427.0,2,650.0,0,2021-02-09 09:30:00
22377636,41.72,-82.07,42.33,-87.93,340.0,2,600.0,0,2021-02-09 09:30:00
22377644,33.96,-96.17,28.88,-99.86,426.0,2,580.0,0,2021-02-09 09:30:00
22377719,40.99,-83.51,41.76,-81.93,192.0,2,750.0,0,2021-02-10 10:30:00
22377932,33.7,-96.56,28.3,-99.39,428.0,2,450.0,0,2021-02-10 09:45:00
22378003,32.16,-96.59,30.78,-94.17,200.0,2,700.0,0,2021-02-12 09:45:00
22378035,32.53,-96.88,33.67,-96.08,55.0,2,870.0,0,2021-02-11 09:45:00
22378037,33.24,-96.33,28.33,-99.26,424.0,2,678.0,0,2021-02-11 09:45:00
22378077,40.35,-87.7,39.83,-89.13,170.0,2,440.0,0,2021-02-11 09:45:00
22378098,33.58,-96.23,28.38,-99.23,431.0,2,650.0,0,2021-02-12 09:45:00
22378160,33.08,-96.49,28.94,-99.85,428.0,2,500.0,0,2021-02-12 09:45:00
22378361,42.07,-90.04,33.86,-96.45,867.0,2,2900.0,0,2021-02-10 09:00:00
22378363,42.98,-90.62,33.07,-96.85,874.0,2,2500.0,0,2021-02-10 09:00:00
22378410,42.2,-90.78,33.63,-96.02,869.0,2,2800.0,0,2021-02-12 09:00:00
22378441,29.4,-97.04,31.49,-94.64,316.0,2,977.0,0,2021-02-18 09:00:00
22378443,29.5,-97.83,33.66,-96.95,282.0,2,451.0,0,2021-02-19 09:00:00
22378468,42.72,-87.18,28.5,-99.25,1385.0,2,2400.0,0,2021-02-09 10:00:00
22378618,33.51,-96.57,29.05,-96.4,376.0,4,1089.0,0,2021-02-15 10:00:00
22378681,42.57,-87.3,38.18,-87.52,291.0,2,900.0,0,2021-02-19 11:15:00
22378775,42.0,-87.86,41.72,-89.18,149.0,2,800.0,0,2021-02-16 10:15:00
22378776,40.62,-81.26,33.71,-96.63,1124.0,2,2400.0,0,2021-02-12 10:15:00
22378911,42.09,-87.95,41.74,-84.6,216.0,2,1035.0,0,2021-02-10 10:30:00
22379082,39.86,-83.26,38.64,-87.57,225.0,2,1350.0,0,2021-02-12 10:30:00
22379083,40.48,-81.8,41.95,-88.74,409.0,2,925.0,0,2021-02-12 10:30:00
22379094,33.7,-96.8,33.49,-96.31,24.0,2,308.0,0,2021-02-17 10:30:00
22379134,33.0,-97.0,33.0,-97.0,15.0,2,325.0,0,2021-02-12 10:30:00
22379151,30.77,-94.95,31.44,-97.53,203.0,2,650.0,0,2021-02-10 10:30:00
22379177,40.63,-87.05,30.99,-94.46,955.0,2,2600.0,0,2021-02-12 10:30:00
22379198,42.83,-91.22,33.61,-96.5,828.0,2,3300.0,0,2021-02-24 10:30:00
22379243,39.6,-85.7,40.94,-90.26,371.0,2,1300.0,0,2021-02-11 11:30:00
22379256,42.87,-91.95,33.68,-96.65,821.0,2,3600.0,0,2021-02-25 10:30:00
22379257,42.07,-91.24,33.89,-96.07,826.0,2,3100.0,0,2021-02-27 10:30:00
22379368,30.34,-94.49,40.05,-82.93,1223.0,2,1745.0,0,2021-02-15 10:30:00
22379459,42.98,-87.65,41.25,-87.63,42.0,2,434.0,0,2021-02-15 10:45:00
22379627,42.9,-87.01,42.63,-87.54,40.0,2,300.0,0,2021-02-15 10:45:00
22379657,38.2,-87.06,38.96,-88.82,69.0,2,501.0,0,2021-02-11 10:00:00
22379660,41.01,-93.06,41.84,-86.07,445.0,2,1300.0,0,2021-02-12 10:00:00
22379673,40.01,-82.0,41.31,-88.92,412.0,2,1034.0,0,2021-02-15 10:00:00
22379674,40.73,-81.17,41.34,-88.91,410.0,2,980.0,0,2021-02-15 10:00:00
22379869,33.6,-96.47,41.18,-87.67,916.0,2,1700.0,0,2021-02-16 11:00:00
22379943,42.16,-87.17,42.19,-87.89,46.0,2,450.0,0,2021-02-10 09:00:00
22379946,42.86,-87.92,42.06,-87.63,44.0,2,300.0,0,2021-02-10 09:00:00
22380012,33.06,-96.51,32.59,-99.05,186.0,2,700.0,0,2021-02-14 11:00:00
22380018,30.17,-94.24,42.37,-86.4,1085.0,2,2400.0,0,2021-02-10 11:00:00
22380030,26.96,-97.41,32.36,-105.29,779.0,2,1647.0,0,2021-02-10 12:00:00
22380062,42.1,-87.51,42.47,-87.25,27.0,2,450.0,0,2021-02-11 11:00:00
22380083,30.04,-93.89,28.46,-99.29,432.0,2,550.0,0,2021-02-11 11:00:00
22380257,32.76,-105.27,33.01,-96.05,630.0,3,1600.0,0,2021-02-11 11:15:00
22380283,42.25,-88.53,41.16,-83.49,293.0,2,1270.0,0,2021-02-10 12:15:00
22380348,41.11,-83.63,32.26,-105.89,1635.0,3,2500.0,0,2021-02-11 11:30:00
22380349,30.63,-97.94,30.02,-95.37,153.0,2,425.0,0,2021-02-10 11:30:00
22380505,30.3,-93.7,32.09,-99.18,519.0,2,950.0,0,2021-02-11 11:30:00
22380539,42.71,-83.44,41.26,-86.95,192.0,2,600.0,0,2021-02-12 11:30:00
22380604,42.28,-83.62,41.82,-86.03,194.0,2,800.0,0,2021-02-17 11:30:00
22380609,30.3,-93.1,32.56,-99.48,521.0,2,950.0,0,2021-02-12 11:30:00
22380610,30.64,-93.53,32.47,-99.85,517.0,2,1050.0,0,2021-02-15 11:30:00
22380613,30.73,-93.27,32.95,-99.4,521.0,2,1050.0,0,2021-02-18 11:30:00
22380628,42.06,-83.97,41.22,-86.32,192.0,2,700.0,0,2021-02-19 11:30:00
22380629,42.97,-87.95,39.8,-84.09,315.0,2,1650.0,0,2021-02-09 11:30:00
22380735,39.44,-83.58,40.71,-87.48,218.0,2,1338.0,0,2021-02-17 11:45:00
22380797,40.07,-84.05,33.36,-96.04,1005.0,2,2150.0,0,2021-02-12 11:45:00
22380856,42.51,-87.81,30.44,-94.77,1125.0,2,2500.0,0,2021-02-15 11:45:00
22380982,41.86,-81.62,42.05,-87.55,381.0,2,1132.0,0,2021-02-11 11:00:00
22381044,43.71,-90.34,40.08,-82.68,598.0,2,2750.0,0,2021-02-10 11:00:00
22381088,42.22,-87.04,42.33,-93.68,323.0,2,1400.0,0,2021-02-12 11:00:00
22381129,42.24,-87.44,42.91,-80.81,414.0,2,1250.0,0,2021-02-16 11:00:00
22381202,42.35,-87.5,41.1,-84.18,195.0,2,1228.0,0,2021-02-17 11:00:00
22381244,42.46,-87.46,41.55,-83.99,288.0,2,1200.0,0,2021-02-11 11:00:00
22381410,33.26,-96.24,33.59,-96.2,23.0,2,350.0,0,2021-02-18 12:00:00
22381416,33.0,-97.0,33.0,-97.0,1.0,2,325.0,0,2021-02-18 12:00:00
22381423,33.02,-96.76,33.53,-96.04,24.0,2,125.0,0,2021-02-18 12:00:00
22381480,30.0,-95.0,30.0,-95.0,1.0,2,265.0,0,2021-02-15 12:15:00
22381515,33.41,-96.16,32.3,-105.53,631.0,2,750.0,0,2021-02-10 13:15:00
22381581,43.62,-93.61,33.44,-96.18,818.0,2,2900.0,0,2021-02-10 12:15:00
22381590,30.27,-94.62,32.35,-94.66,216.0,2,600.0,0,2021-02-15 12:30:00
22381829,40.73,-82.56,40.1,-85.53,218.0,2,1193.0,0,2021-02-10 12:30:00
22381914,33.33,-96.83,30.15,-97.8,240.0,2,550.0,0,2021-02-15 12:30:00
22381987,42.77,-90.81,40.74,-80.2,535.0,2,1300.0,0,2021-02-11 12:45:00
22381996,35.19,-101.47,35.24,-101.2,40.0,2,550.0,0,2021-02-12 12:45:00
22382073,30.72,-94.26,41.36,-82.52,1282.0,2,2500.0,0,2021-02-10 12:45:00
22382074,30.46,-94.45,41.58,-84.63,1183.0,2,2600.0,0,2021-02-10 12:45:00
22382076,30.09,-94.15,41.55,-82.39,1281.0,2,3108.0,0,2021-02-12 12:45:00
22382174,42.19,-87.83,39.89,-83.89,309.0,2,750.0,0,2021-02-12 11:45:00
22382218,33.6,-96.37,40.9,-85.12,867.0,2,1500.0,0,2021-02-10 13:00:00
22382311,42.01,-87.02,41.93,-80.28,399.0,2,1350.0,0,2021-02-15 12:00:00
22382312,42.92,-87.46,40.35,-80.51,470.0,2,1800.0,0,2021-02-16 12:00:00
22382340,42.18,-87.39,42.36,-93.01,327.0,2,1812.0,0,2021-02-11 12:00:00
22382364,33.21,-96.08,30.83,-94.78,274.0,2,653.0,0,2021-02-16 12:00:00
22382505,30.82,-94.25,29.29,-97.28,223.0,2,703.0,0,2021-02-12 12:00:00
22382517,30.3,-94.96,29.43,-97.59,216.0,2,709.0,0,2021-02-12 12:00:00
22382548,42.41,-86.33,42.38,-87.36,54.0,2,550.0,0,2021-02-10 13:00:00
22382551,42.22,-87.44,40.02,-85.53,196.0,2,266.0,0,2021-02-15 13:15:00
22382554,42.34,-87.68,40.37,-85.27,188.0,2,285.0,0,2021-02-18 13:15:00
22382555,42.29,-87.93,40.63,-85.52,194.0,2,302.0,0,2021-02-16 13:15:00
22382556,42.16,-87.72,40.42,-85.39,194.0,2,255.0,0,2021-02-17 13:15:00
22382557,42.77,-87.39,40.56,-85.28,188.0,2,272.0,0,2021-02-19 13:15:00
22382566,40.77,-85.15,30.75,-97.3,1095.0,2,2400.0,0,2021-02-17 13:15:00
22382592,41.23,-81.02,33.47,-96.68,1219.0,2,2500.0,0,2021-02-17 13:15:00
22382671,40.43,-85.56,33.23,-94.09,760.0,2,3450.0,0,2021-02-09 13:15:00
22382832,40.47,-83.26,33.56,-96.43,987.0,2,2700.0,0,2021-02-10 14:30:00
22382841,31.0,-94.18,42.89,-87.58,1097.0,2,2200.0,0,2021-02-10 13:30:00
22382928,30.16,-94.64,33.57,-96.49,263.0,2,624.0,0,2021-02-19 13:30:00
22382968,30.73,-94.86,33.96,-96.43,242.0,2,900.0,0,2021-02-11 13:30:00
22382974,41.4,-82.98,40.03,-83.21,92.0,2,1004.0,0,2021-02-23 14:30:00
22383074,40.74,-87.16,39.5,-89.68,178.0,2,851.0,0,2021-02-11 13:30:00
22383075,40.65,-87.24,39.52,-89.94,174.0,2,700.0,0,2021-02-12 13:30:00
22383077,40.17,-87.07,39.73,-89.37,174.0,2,1058.0,0,2021-02-12 13:30:00
22383078,40.87,-87.99,39.12,-89.93,173.0,2,467.0,0,2021-02-15 13:30:00
22383079,40.81,-87.74,39.64,-89.05,176.0,2,455.0,0,2021-02-15 13:30:00
22383110,30.79,-94.69,42.99,-87.05,1119.0,2,2450.0,0,2021-02-19 13:30:00
22383148,41.78,-87.86,41.14,-88.35,52.0,3,787.0,1,2021-02-13 13:30:00
22383157,30.69,-95.95,28.5,-99.25,298.0,2,550.0,0,2021-02-11 12:30:00
22383203,33.9,-96.31,32.83,-95.36,81.0,2,500.0,0,2021-02-12 13:30:00
22383632,42.98,-88.52,40.06,-85.98,240.0,2,1358.0,0,2021-02-11 13:45:00
22383676,42.86,-88.27,41.22,-81.06,453.0,2,1650.0,0,2021-02-22 13:45:00
22383707,41.19,-87.29,42.52,-90.9,164.0,2,751.0,0,2021-02-15 14:00:00
22383714,42.68,-87.36,42.39,-83.89,250.0,2,1000.0,0,2021-02-16 14:00:00
22383717,29.47,-97.98,33.73,-96.59,284.0,2,175.0,0,2021-02-10 13:00:00
22383718,29.26,-97.79,33.92,-96.43,284.0,2,375.0,0,2021-02-10 13:00:00
22383753,42.19,-87.75,38.41,-88.81,279.0,2,1500.0,0,2021-02-11 13:00:00
22383784,42.84,-87.91,42.27,-83.34,252.0,2,1100.0,0,2021-02-17 14:00:00
22383824,42.18,-87.75,42.21,-83.44,255.0,2,989.0,0,2021-02-19 14:00:00
22383911,42.2,-86.1,39.1,-80.71,393.0,2,1100.0,0,2021-02-10 13:00:00
22383912,40.45,-85.05,30.2,-97.81,1106.0,3,2800.0,0,2021-02-12 13:00:00
22383951,33.34,-96.96,30.47,-94.88,254.0,2,550.0,0,2021-02-09 12:00:00
22384016,41.53,-90.02,42.19,-83.62,427.0,2,1296.0,0,2021-02-24 14:00:00
22384017,41.35,-91.54,42.12,-83.11,461.0,2,2100.0,0,2021-02-24 14:00:00
22384189,28.84,-99.8,30.06,-94.22,409.0,5,1650.0,0,2021-02-23 14:15:00
22384192,41.26,-83.82,41.82,-84.44,46.0,2,600.0,0,2021-02-10 14:15:00
22384244,40.81,-86.54,41.51,-80.66,375.0,3,1700.0,0,2021-02-22 14:15:00
22384250,42.52,-88.1,40.31,-85.58,232.0,2,1400.0,0,2021-02-11 14:15:00
22384251,42.48,-88.42,40.54,-85.4,224.0,2,1256.0,0,2021-02-11 14:15:00
22384253,42.4,-88.12,40.69,-85.18,233.0,2,1288.0,0,2021-02-11 14:15:00
22384261,43.12,-93.64,42.62,-87.89,369.0,2,1800.0,0,2021-02-10 15:15:00
22384285,42.37,-87.68,41.93,-88.34,63.0,2,600.0,0,2021-02-12 14:30:00
22384408,33.09,-96.7,34.45,-101.9,335.0,2,900.0,0,2021-02-09 15:30:00
22384413,33.74,-96.13,33.3,-96.57,49.0,2,350.0,0,2021-02-10 14:30:00
22384448,33.51,-96.94,28.48,-96.37,422.0,2,1100.0,0,2021-02-09 15:30:00
22384510,30.67,-94.99,33.44,-96.35,266.0,2,662.0,0,2021-02-10 14:30:00
22384569,32.97,-94.12,40.18,-82.43,997.0,2,2300.0,0,2021-02-24 14:30:00
22384596,40.01,-85.34,39.9,-83.9,101.0,2,1000.0,0,2021-02-12 14:30:00
22384598,40.54,-85.29,39.05,-83.83,101.0,2,1100.0,0,2021-02-12 14:30:00
22384665,39.37,-85.26,41.31,-81.34,331.0,2,1100.0,0,2021-02-11 14:45:00
22384673,41.87,-82.07,42.37,-89.35,421.0,3,1600.0,0,2021-02-09 15:45:00
22384693,32.23,-94.66,33.08,-96.35,120.0,2,550.0,0,2021-02-11 14:45:00
22384810,42.74,-88.77,40.57,-85.16,226.0,2,1300.0,0,2021-02-12 14:45:00
22384811,42.6,-88.84,40.86,-85.39,233.0,2,1350.0,0,2021-02-12 14:45:00
22384814,33.81,-94.08,33.98,-96.18,144.0,2,563.0,0,2021-02-18 14:45:00
22385102,40.02,-81.8,42.88,-87.72,354.0,2,1200.0,0,2021-02-11 14:00:00
22385128,39.03,-89.11,41.57,-85.94,320.0,2,1497.0,0,2021-02-17 14:00:00
22385182,30.31,-94.67,33.48,-96.53,211.0,2,504.0,0,2021-02-10 14:00:00
22385192,39.29,-84.62,28.38,-99.54,1362.0,2,2000.0,0,2021-02-10 14:00:00
22385239,34.0,-96.0,34.0,-96.0,13.0,2,350.0,0,2021-02-12 14:00:00
22385292,42.06,-87.67,40.16,-88.93,198.0,2,800.0,0,2021-02-18 14:00:00
22385414,30.76,-94.3,30.25,-94.14,39.0,2,600.0,0,2021-02-10 15:00:00
22385426,41.64,-90.18,42.22,-87.58,199.0,2,800.0,0,2021-02-17 15:00:00
22385456,40.5,-85.22,39.73,-85.49,64.0,2,400.0,0,2021-02-16 15:15:00
22385470,39.7,-89.85,32.92,-105.37,1223.0,2,2100.0,0,2021-02-10 15:15:00
22385495,42.18,-88.44,41.98,-84.89,218.0,2,1100.0,0,2021-02-14 16:15:00
22386073,41.09,-90.62,41.46,-82.94,434.0,2,1900.0,0,2021-02-15 15:15:00
22387599,30.77,-94.95,33.06,-94.86,234.0,2,400.0,0,2021-02-10 15:30:00
22387604,28.77,-99.2,33.35,-96.15,433.0,2,900.0,0,2021-02-11 15:30:00
22387977,30.94,-94.42,41.83,-88.64,1196.0,3,2400.0,0,2021-02-15 15:30:00
22388427,40.05,-85.69,39.09,-84.85,108.0,2,483.0,1,2021-02-18 15:30:00
22388465,30.7,-94.33,42.78,-87.36,1097.0,2,2200.0,0,2021-02-12 15:30:00
22388662,39.85,-84.33,41.67,-85.59,159.0,2,736.0,0,2021-02-11 16:30:00
22389714,42.74,-87.98,40.3,-85.31,183.0,2,800.0,0,2021-02-16 15:45:00
22390306,42.42,-87.98,40.73,-85.25,200.0,2,300.0,0,2021-02-15 15:45:00
22390448,42.21,-87.71,40.96,-85.97,196.0,2,300.0,0,2021-02-16 15:45:00
22390456,42.18,-87.02,40.75,-85.48,201.0,2,500.0,0,2021-02-17 15:45:00
22390899,33.27,-96.99,30.22,-94.56,232.0,2,400.0,0,2021-02-11 16:45:00
22390925,29.53,-97.0,30.78,-94.64,194.0,2,500.0,0,2021-02-11 15:45:00
22390934,40.84,-82.76,42.39,-87.25,398.0,2,700.0,0,2021-02-10 15:45:00
22391005,42.7,-87.11,42.21,-87.05,31.0,2,550.0,0,2021-02-11 13:45:00
22392352,40.32,-85.45,42.05,-87.08,196.0,2,950.0,0,2021-02-16 15:00:00
22392696,42.71,-87.92,42.52,-87.06,76.0,2,400.0,0,2021-02-15 15:00:00
22392732,39.72,-83.42,38.31,-87.95,232.0,2,1600.0,0,2021-02-12 15:00:00
22392907,41.59,-87.2,41.94,-80.63,408.0,2,1600.0,0,2021-02-11 15:00:00
22392924,29.62,-97.81,33.34,-96.09,275.0,2,585.0,0,2021-02-11 15:00:00
22392991,41.18,-89.73,40.01,-85.72,210.0,2,1095.0,0,2021-02-15 15:00:00
22393323,38.32,-87.77,26.93,-96.13,1185.0,2,1545.0,0,2021-02-16 15:00:00
22394852,39.83,-86.96,28.48,-99.27,1257.0,2,2400.0,0,2021-02-10 17:15:00
22397632,33.2,-96.0,33.02,-96.97,32.0,2,369.0,0,2021-02-11 16:30:00
22397673,42.19,-87.23,41.85,-80.61,537.0,4,2551.0,0,2021-02-17 16:30:00
22398548,30.9,-94.94,40.27,-85.25,1025.0,2,2200.0,0,2021-02-12 16:30:00
22398591,42.74,-87.24,30.73,-95.84,1163.0,2,2900.0,0,2021-02-15 16:30:00
22398607,26.36,-97.59,29.0,-97.73,248.0,2,900.0,0,2021-02-10 15:30:00
22398621,40.85,-82.31,41.87,-84.7,156.0,2,1108.0,1,2021-02-15 16:45:00
22398625,40.23,-82.8,41.73,-84.47,159.0,2,1449.0,1,2021-02-16 16:45:00
22398630,42.28,-87.06,30.2,-95.57,1168.0,2,2300.0,0,2021-02-19 16:45:00
22398816,32.04,-95.13,33.64,-93.94,214.0,4,1050.0,0,2021-02-10 16:00:00
22398855,40.68,-89.64,42.89,-87.95,175.0,2,350.0,0,2021-02-15 16:00:00
