Id,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude,Miles,NumStops,Price,HazMat,Pickup
22276429,42.95,-88.41,42.69,-87.85,38.0,2,684.0,0,2021-02-03 22:00:00
22276527,42.26,-91.62,39.08,-82.01,559.0,2,1750.0,0,2021-02-09 01:30:00
22276650,30.41,-94.37,33.54,-96.19,260.0,2,350.0,0,2021-02-16 03:30:00
22276651,33.04,-95.63,33.17,-96.72,50.0,2,425.0,0,2021-02-23 03:30:00
22276652,35.53,-101.46,41.33,-87.61,1031.0,2,2300.0,0,2021-02-16 03:30:00
22276705,28.41,-99.58,33.3,-96.51,415.0,2,1700.0,0,2021-02-04 04:15:00
22276707,33.34,-96.1,30.02,-94.26,241.0,2,325.0,0,2021-02-04 04:15:00
22276770,40.9,-85.19,39.13,-85.99,67.0,2,940.0,0,2021-02-04 04:45:00
22276874,29.31,-100.18,30.42,-94.04,345.0,2,850.0,0,2021-02-05 05:45:00
22276980,42.91,-87.1,41.36,-88.33,61.0,2,875.0,0,2021-02-04 06:30:00
22277023,41.77,-87.12,41.9,-81.39,366.0,2,1500.0,0,2021-02-12 06:30:00
22277044,40.59,-82.48,39.49,-86.3,232.0,2,1650.0,0,2021-02-04 06:30:00
22277283,41.28,-82.75,40.05,-85.84,248.0,2,650.0,0,2021-02-10 07:15:00
22277284,41.02,-82.85,40.51,-85.98,247.0,2,900.0,0,2021-02-08 07:15:00
22277288,41.24,-82.73,40.88,-85.94,246.0,2,650.0,0,2021-02-12 07:15:00
22277410,42.56,-87.98,38.63,-87.94,289.0,2,1250.0,0,2021-02-10 07:15:00
22277415,42.67,-87.99,42.59,-93.89,319.0,2,1350.0,0,2021-02-08 07:15:00
22277435,42.4,-87.94,42.61,-83.82,258.0,2,1100.0,0,2021-02-08 07:15:00
22277446,32.87,-94.16,42.78,-87.83,918.0,2,800.0,0,2021-02-05 07:15:00
22277511,41.46,-82.64,42.41,-87.59,342.0,2,800.0,0,2021-02-02 07:15:00
22277512,41.24,-82.56,42.07,-87.28,342.0,2,900.0,0,2021-02-02 07:15:00
22277515,41.4,-82.23,42.53,-87.68,344.0,2,736.0,0,2021-02-02 07:15:00
22277539,28.68,-96.21,28.04,-99.49,144.0,2,550.0,0,2021-02-03 07:15:00
22277662,32.99,-105.39,33.36,-96.48,607.0,2,1200.0,0,2021-02-04 07:30:00
22277694,30.8,-93.54,32.69,-99.9,516.0,2,950.0,0,2021-02-09 07:30:00
22277695,42.65,-87.65,40.43,-86.81,153.0,2,643.0,0,2021-02-03 07:30:00
22277707,39.63,-89.46,30.45,-94.35,777.0,2,2050.0,0,2021-02-18 07:30:00
22277814,42.47,-87.05,40.32,-82.19,372.0,2,1200.0,0,2021-02-02 08:30:00
22277830,30.09,-97.92,33.99,-96.03,233.0,2,1200.0,0,2021-02-04 07:30:00
22277871,41.14,-82.57,41.88,-87.07,302.0,2,497.0,0,2021-02-03 07:30:00
22277873,41.89,-82.65,41.96,-87.28,294.0,2,502.0,0,2021-02-03 07:30:00
22277897,42.13,-91.4,33.58,-96.08,827.0,2,3600.0,0,2021-02-10 07:30:00
22278107,42.56,-87.48,41.63,-83.17,253.0,2,1100.0,0,2021-02-03 07:45:00
22278109,26.22,-97.73,33.42,-96.58,508.0,2,1400.0,0,2021-02-02 07:45:00
22278113,39.26,-83.8,33.68,-96.73,960.0,2,3100.0,0,2021-02-03 07:45:00
22278290,42.23,-88.27,42.93,-87.52,37.0,2,2300.0,0,2021-02-03 07:00:00
22278346,42.12,-91.17,33.84,-96.05,826.0,2,3600.0,0,2021-02-11 07:00:00
22278536,30.76,-95.2,33.53,-96.55,258.0,2,600.0,0,2021-02-11 08:15:00
22278540,33.2,-96.42,32.25,-95.78,89.0,2,498.0,0,2021-02-04 08:15:00
22278547,30.1,-94.72,33.75,-96.44,250.0,2,1470.0,0,2021-02-16 08:15:00
22278570,32.93,-94.69,40.5,-82.86,1002.0,2,2103.0,0,2021-02-11 08:15:00
22278577,39.93,-84.99,28.75,-99.62,1361.0,2,1700.0,0,2021-02-02 08:15:00
22278638,33.92,-96.44,30.71,-94.09,282.0,2,558.0,0,2021-02-12 08:15:00
22278639,33.94,-96.41,30.77,-94.23,281.0,2,780.0,0,2021-02-10 08:15:00
22278641,33.57,-96.61,32.73,-96.05,78.0,2,352.0,0,2021-02-09 08:15:00
22278642,33.73,-96.1,30.31,-94.66,277.0,2,672.0,0,2021-02-08 08:15:00
22278729,42.5,-87.06,41.54,-88.11,101.0,3,858.0,0,2021-02-05 08:30:00
22278791,41.27,-84.73,40.29,-83.14,155.0,2,923.0,0,2021-02-09 08:30:00
22278829,30.98,-94.57,28.69,-99.57,339.0,2,400.0,0,2021-02-03 08:30:00
22278830,42.14,-85.23,42.26,-87.33,96.0,2,614.0,0,2021-02-02 08:30:00
22278858,39.19,-84.33,28.51,-99.54,1366.0,2,1600.0,0,2021-02-02 08:30:00
22278868,38.31,-85.8,40.39,-85.16,125.0,2,200.0,0,2021-02-05 08:30:00
22278889,40.89,-87.41,39.62,-89.71,198.0,2,483.0,0,2021-02-05 08:30:00
22278941,38.5,-85.66,42.26,-87.51,300.0,2,538.0,0,2021-02-03 08:30:00
22278943,38.71,-85.43,42.14,-87.5,292.0,2,554.0,0,2021-02-05 08:30:00
22278949,41.93,-83.69,32.55,-105.07,1639.0,3,2500.0,0,2021-02-04 08:30:00
22278955,42.24,-87.85,40.73,-80.56,475.0,2,1800.0,0,2021-02-09 08:30:00
22278969,33.14,-95.03,41.71,-87.58,850.0,2,2160.0,0,2021-02-13 08:30:00
22278995,33.59,-96.87,30.16,-95.42,250.0,2,400.0,0,2021-02-03 09:30:00
22279034,38.97,-85.72,40.97,-85.97,120.0,2,300.0,0,2021-02-09 08:45:00
22279055,33.01,-96.34,30.29,-94.57,237.0,2,725.0,0,2021-02-03 09:45:00
22279079,42.46,-87.1,41.19,-80.44,403.0,2,1415.0,0,2021-02-08 08:45:00
22279267,29.77,-97.84,32.42,-105.6,555.0,2,900.0,0,2021-02-03 08:45:00
22279269,29.64,-97.07,32.68,-105.6,551.0,2,1100.0,0,2021-02-08 08:45:00
22279272,29.58,-97.97,32.43,-105.16,553.0,2,1000.0,0,2021-02-04 08:45:00
22279288,29.38,-97.38,32.68,-105.14,548.0,2,1100.0,0,2021-02-17 08:45:00
22279290,29.67,-97.33,32.62,-105.49,551.0,2,1100.0,0,2021-02-12 08:45:00
22279292,33.74,-96.16,32.84,-105.41,608.0,2,650.0,0,2021-02-04 08:45:00
22279293,33.87,-96.44,32.42,-105.08,609.0,2,900.0,0,2021-02-03 08:45:00
22279295,33.5,-96.3,32.97,-105.17,604.0,2,650.0,0,2021-02-09 08:45:00
22279296,33.82,-96.42,32.51,-105.77,605.0,2,650.0,0,2021-02-05 08:45:00
22279298,29.62,-97.64,32.14,-105.13,554.0,2,900.0,0,2021-02-16 08:45:00
22279299,33.45,-96.58,32.61,-105.44,608.0,2,700.0,0,2021-02-12 08:45:00
22279300,33.85,-96.27,32.94,-105.95,604.0,2,850.0,0,2021-02-10 08:45:00
22279301,29.65,-97.04,32.08,-105.65,553.0,2,1100.0,0,2021-02-10 08:45:00
22279302,33.79,-96.44,32.7,-105.28,607.0,2,650.0,0,2021-02-15 08:45:00
22279303,33.7,-96.78,32.5,-105.02,606.0,2,750.0,0,2021-02-17 08:45:00
22279304,29.3,-97.42,32.81,-105.11,547.0,2,900.0,0,2021-02-15 08:45:00
22279305,33.48,-96.54,32.13,-105.21,607.0,2,650.0,0,2021-02-22 08:45:00
22279306,33.82,-96.92,32.82,-105.94,607.0,2,850.0,0,2021-02-18 08:45:00
22279307,33.25,-96.58,32.01,-105.64,608.0,2,800.0,0,2021-02-03 08:45:00
22279309,33.74,-96.27,32.36,-105.76,603.0,2,850.0,0,2021-02-23 08:45:00
22279311,33.52,-96.53,32.1,-105.34,601.0,2,800.0,0,2021-02-24 08:45:00
22279322,33.87,-96.91,32.69,-105.17,599.0,2,650.0,0,2021-02-16 08:45:00
22279330,33.08,-96.65,32.88,-105.48,608.0,2,850.0,0,2021-02-19 08:45:00
22279335,33.77,-96.91,32.34,-105.58,606.0,2,850.0,0,2021-02-24 08:45:00
22279361,42.29,-87.41,32.39,-105.73,1454.0,2,2400.0,0,2021-02-08 08:00:00
22279388,42.53,-87.01,42.31,-91.88,288.0,2,1100.0,0,2021-02-02 08:00:00
22279504,42.4,-94.0,26.26,-97.42,1237.0,2,2100.0,0,2021-02-08 08:00:00
22279510,33.71,-96.61,30.61,-94.94,249.0,2,850.0,0,2021-02-02 07:00:00
22279526,40.91,-82.39,42.51,-91.92,596.0,2,1600.0,0,2021-02-08 08:00:00
22279601,42.71,-87.37,42.18,-87.23,38.0,2,500.0,0,2021-02-02 08:00:00
22279613,30.35,-93.72,32.27,-94.51,213.0,2,625.0,0,2021-02-08 08:00:00
22279734,33.95,-96.54,33.92,-96.35,50.0,2,150.0,0,2021-02-03 09:00:00
22279740,38.64,-88.38,40.18,-82.69,405.0,2,1500.0,0,2021-02-11 09:00:00
22279796,33.21,-94.43,30.43,-94.68,198.0,2,1240.0,0,2021-02-04 09:00:00
22280118,30.39,-97.53,30.01,-94.67,167.0,2,550.0,0,2021-02-11 09:30:00
22280120,30.01,-97.18,38.78,-88.34,843.0,2,1600.0,0,2021-02-10 09:30:00
22280123,39.27,-89.34,26.7,-97.41,1126.0,2,1500.0,0,2021-02-08 09:30:00
22280315,29.52,-99.09,40.66,-85.9,1339.0,2,3300.0,0,2021-02-02 10:30:00
22280345,40.93,-87.26,40.07,-88.95,46.0,2,524.0,0,2021-02-09 09:30:00
22280378,41.06,-84.71,41.78,-80.34,216.0,2,800.0,0,2021-02-03 07:30:00
22280414,40.13,-83.21,41.55,-81.95,191.0,2,600.0,0,2021-02-04 10:30:00
22280457,42.29,-87.6,40.63,-82.29,353.0,2,1650.0,0,2021-02-05 09:45:00
22280620,33.8,-96.95,32.44,-94.42,95.0,2,600.0,0,2021-02-03 09:45:00
22280689,41.01,-90.67,30.42,-97.21,1105.0,2,3300.0,0,2021-02-05 09:45:00
22280717,40.66,-82.56,30.76,-94.35,1169.0,2,1884.0,0,2021-02-03 09:00:00
22280756,30.27,-94.45,33.97,-96.64,240.0,2,550.0,0,2021-02-04 09:00:00
22280827,42.05,-87.64,40.66,-85.6,196.0,2,400.0,0,2021-02-09 09:00:00
22280835,42.65,-87.19,40.04,-85.65,195.0,2,400.0,0,2021-02-05 09:00:00
22280853,42.67,-93.78,34.39,-101.48,924.0,2,3300.0,0,2021-02-02 09:00:00
22280855,42.47,-87.48,40.15,-85.22,198.0,2,400.0,0,2021-02-05 09:00:00
22280869,42.72,-87.68,40.62,-85.24,200.0,2,500.0,0,2021-02-08 09:00:00
22280962,33.16,-96.73,32.38,-95.12,121.0,2,763.0,0,2021-02-05 09:00:00
22280963,42.13,-87.81,40.2,-80.95,450.0,2,1100.0,0,2021-02-08 09:00:00
22280990,30.06,-94.13,38.1,-87.1,877.0,2,2200.0,0,2021-02-02 09:00:00
22281035,33.87,-96.64,30.81,-97.38,247.0,2,350.0,0,2021-02-08 10:00:00
22281101,33.68,-96.22,33.18,-96.15,69.0,2,400.0,0,2021-02-05 10:00:00
22281337,42.14,-87.01,39.96,-84.45,312.0,2,996.0,0,2021-02-04 10:15:00
22281420,41.91,-87.03,38.75,-85.48,262.0,2,1200.0,0,2021-02-03 10:30:00
22281459,42.11,-87.57,34.72,-98.74,935.0,2,2700.0,0,2021-02-08 10:30:00
22281471,43.0,-87.13,39.72,-84.26,310.0,2,1400.0,0,2021-02-03 10:30:00
22281485,30.08,-94.89,40.76,-83.25,1189.0,2,2400.0,0,2021-02-03 10:30:00
22281589,39.45,-89.31,30.17,-95.81,855.0,2,2426.0,0,2021-02-10 10:30:00
22281627,41.65,-81.39,42.26,-87.79,370.0,2,1200.0,0,2021-02-03 09:30:00
22281637,39.4,-89.84,34.85,-101.46,865.0,2,2900.0,0,2021-02-16 10:30:00
22281774,41.65,-91.78,42.55,-90.2,176.0,2,802.0,0,2021-02-04 10:45:00
22281860,42.92,-87.24,39.31,-89.17,274.0,2,1200.0,0,2021-02-09 10:45:00
22281875,42.09,-88.11,42.83,-87.11,36.0,2,525.0,0,2021-02-02 10:45:00
22281925,33.87,-96.63,30.7,-95.68,308.0,3,650.0,0,2021-02-08 10:45:00
22282038,33.53,-96.71,33.87,-96.57,47.0,2,150.0,0,2021-02-03 10:00:00
22282120,33.02,-96.21,32.01,-97.88,67.0,4,500.0,0,2021-02-03 10:00:00
22282121,33.76,-96.79,33.75,-96.29,43.0,4,599.0,0,2021-02-03 10:00:00
22282124,33.92,-96.94,33.92,-96.45,71.0,4,400.0,0,2021-02-03 10:00:00
22282131,33.26,-96.59,33.88,-95.47,35.0,4,582.0,0,2021-02-03 10:00:00
22282139,30.35,-94.89,33.08,-96.87,311.0,2,925.0,0,2021-02-03 11:00:00
22282183,33.36,-96.33,33.59,-96.78,43.0,2,150.0,0,2021-02-03 10:00:00
22282191,42.23,-87.22,39.72,-89.79,277.0,2,2134.0,0,2021-02-16 10:00:00
22282221,30.68,-94.4,33.96,-96.47,277.0,2,700.0,0,2021-02-02 12:00:00
22282223,30.86,-94.66,33.06,-96.63,270.0,2,875.0,0,2021-02-03 12:00:00
22282237,33.88,-96.52,33.4,-96.74,41.0,4,572.0,0,2021-02-03 11:00:00
22282240,33.16,-96.26,33.91,-96.95,28.0,4,400.0,0,2021-02-03 11:00:00
22282269,30.02,-94.16,41.22,-82.21,1279.0,2,2800.0,0,2021-02-03 11:00:00
22282270,30.13,-94.59,28.82,-99.76,365.0,2,500.0,0,2021-02-04 11:00:00
22282363,42.56,-87.71,29.19,-97.48,1205.0,2,2400.0,0,2021-02-10 10:15:00
22282509,40.91,-82.37,42.4,-87.46,417.0,4,1498.0,0,2021-02-16 12:15:00
22282519,41.37,-90.34,41.77,-82.14,434.0,2,2700.0,0,2021-02-04 11:15:00
22282551,42.21,-87.82,41.31,-81.97,400.0,2,1950.0,0,2021-02-03 11:30:00
22282593,33.0,-96.0,33.0,-96.0,15.0,2,200.0,0,2021-02-04 11:30:00
22282597,33.0,-96.0,33.0,-96.0,14.0,2,413.0,0,2021-02-04 11:30:00
22282605,28.98,-99.08,42.15,-87.74,1321.0,2,3100.0,0,2021-02-05 11:30:00
22282606,28.15,-99.46,42.53,-87.38,1320.0,2,4100.0,0,2021-02-05 11:30:00
22282607,28.52,-99.08,42.06,-87.76,1318.0,2,3000.0,0,2021-02-05 11:30:00
22282617,41.87,-90.82,41.02,-82.83,438.0,2,2100.0,0,2021-02-04 11:30:00
22282618,42.3,-87.08,42.36,-93.61,319.0,2,800.0,0,2021-02-10 12:30:00
22282724,29.95,-100.79,33.05,-96.36,394.0,2,1650.0,0,2021-02-08 11:30:00
22282749,40.28,-82.1,33.53,-96.39,1041.0,2,2500.0,0,2021-02-05 11:30:00
22282802,42.74,-87.04,40.88,-90.38,233.0,2,800.0,0,2021-02-15 11:30:00
22282824,41.66,-87.2,42.92,-87.46,24.0,2,350.0,0,2021-02-04 11:30:00
22282880,42.11,-87.74,39.32,-83.16,306.0,2,750.0,0,2021-02-05 10:30:00
22282900,42.9,-87.19,39.71,-83.89,311.0,2,750.0,0,2021-02-05 10:30:00
22282926,42.42,-87.05,39.97,-83.63,311.0,2,950.0,0,2021-02-05 10:30:00
22283010,40.78,-88.04,42.34,-87.28,177.0,2,700.0,0,2021-02-04 11:45:00
22283157,42.18,-87.52,38.49,-87.73,286.0,2,1368.0,0,2021-02-12 12:45:00
22283164,33.53,-96.76,32.33,-105.26,634.0,2,850.0,0,2021-02-05 11:45:00
22283166,33.0,-97.0,33.0,-97.0,11.0,2,450.0,0,2021-02-09 11:45:00
22283223,33.48,-96.16,30.43,-94.07,241.0,2,625.0,0,2021-02-05 12:45:00
22283238,40.66,-84.08,32.54,-96.97,1019.0,2,2164.0,0,2021-02-05 11:00:00
22283252,39.41,-87.85,40.69,-82.64,285.0,2,1400.0,0,2021-02-08 11:00:00
22283269,39.36,-84.36,28.15,-99.97,1363.0,2,1500.0,0,2021-02-03 11:00:00
22283277,41.06,-87.04,41.81,-83.78,244.0,2,1100.0,0,2021-02-08 10:00:00
22283375,40.0,-82.16,39.2,-83.37,81.0,2,900.0,0,2021-02-02 11:00:00
22283398,33.03,-96.75,41.87,-84.94,1020.0,2,2200.0,0,2021-02-15 11:00:00
22283402,33.07,-96.39,30.11,-94.43,266.0,2,700.0,0,2021-02-08 11:00:00
22283476,41.89,-89.3,42.97,-87.81,169.0,2,650.0,0,2021-02-02 12:00:00
22283542,33.12,-96.09,33.44,-96.57,27.0,2,225.0,0,2021-02-11 12:00:00
22283549,33.0,-96.0,33.0,-96.0,20.0,2,350.0,0,2021-02-11 12:00:00
22283562,30.99,-94.76,33.57,-96.82,280.0,2,542.0,0,2021-02-19 12:00:00
22283761,42.85,-88.26,40.3,-85.88,230.0,2,1050.0,0,2021-02-04 12:15:00
22283769,42.73,-88.51,40.37,-85.4,232.0,2,1139.0,0,2021-02-04 12:15:00
22283852,30.41,-97.95,42.71,-83.02,1261.0,2,2407.0,0,2021-02-12 12:30:00
22283998,40.86,-85.74,41.3,-84.0,117.0,2,600.0,0,2021-02-03 13:30:00
22284060,41.46,-87.39,40.43,-85.98,195.0,2,1100.0,0,2021-02-08 12:30:00
22284089,30.79,-94.74,29.18,-97.01,190.0,2,350.0,0,2021-02-05 12:30:00
22284136,42.84,-88.41,42.13,-87.06,53.0,2,500.0,0,2021-02-04 12:30:00
22284155,42.84,-87.18,40.64,-82.17,363.0,2,1000.0,0,2021-02-09 13:30:00
22284164,39.42,-83.44,40.56,-83.87,43.0,2,450.0,0,2021-02-11 12:30:00
22284240,42.81,-87.68,40.53,-82.99,359.0,2,1100.0,0,2021-02-11 13:45:00
22284527,42.63,-88.15,38.25,-88.12,303.0,2,970.0,0,2021-02-08 12:00:00
22284771,40.26,-83.64,41.82,-81.41,194.0,2,712.0,0,2021-02-08 13:00:00
22284889,33.47,-96.01,31.09,-102.99,399.0,2,900.0,0,2021-02-05 13:15:00
22285122,31.0,-94.91,30.2,-94.24,43.0,3,550.0,0,2021-02-03 13:30:00
22285130,41.87,-87.85,30.8,-94.24,1030.0,2,2100.0,0,2021-02-08 13:30:00
22285274,34.0,-96.0,34.0,-96.0,18.0,2,500.0,0,2021-02-04 13:30:00
22285276,30.0,-94.0,30.0,-94.0,9.0,2,900.0,0,2021-02-24 13:30:00
22285277,34.0,-96.65,33.08,-96.42,39.0,3,700.0,0,2021-02-04 13:30:00
22285280,41.76,-90.42,41.39,-82.04,432.0,2,2100.0,0,2021-02-04 13:30:00
22285283,41.43,-83.57,41.73,-87.74,267.0,2,725.0,0,2021-02-05 13:30:00
22285293,33.29,-96.9,26.35,-97.42,506.0,2,425.0,0,2021-02-09 13:30:00
22285364,33.52,-96.17,30.14,-94.4,230.0,2,775.0,0,2021-02-04 13:30:00
22285366,39.09,-83.59,41.85,-88.95,357.0,3,700.0,0,2021-02-11 13:30:00
22285372,33.13,-96.59,30.19,-97.09,246.0,2,593.0,0,2021-02-05 12:30:00
22285404,41.0,-85.0,41.0,-85.0,1.0,2,552.0,1,2021-02-24 13:30:00
22285468,41.0,-86.0,41.0,-86.0,1.0,2,375.0,1,2021-02-24 13:45:00
22285510,42.25,-92.04,41.17,-84.59,485.0,2,2200.0,0,2021-02-06 13:45:00
22285644,40.09,-82.85,40.6,-82.51,25.0,2,600.0,0,2021-02-02 13:45:00
22285689,41.19,-83.98,40.2,-82.58,94.0,2,900.0,0,2021-02-04 13:45:00
22285808,33.43,-96.4,30.99,-93.1,343.0,2,850.0,0,2021-02-03 12:00:00
22285815,40.36,-85.09,38.55,-87.71,160.0,2,1636.0,0,2021-02-04 13:00:00
22285821,41.17,-87.07,42.28,-91.58,250.0,2,1350.0,0,2021-02-05 14:00:00
22285825,28.23,-99.19,33.24,-96.64,435.0,2,1079.0,0,2021-02-03 13:00:00
22286063,28.93,-99.2,33.39,-95.69,458.0,2,1219.0,0,2021-02-05 13:00:00
22286065,28.38,-99.56,33.24,-95.41,460.0,2,1350.0,0,2021-02-08 13:00:00
22286081,33.58,-96.35,34.97,-101.6,347.0,2,1636.0,0,2021-02-11 13:00:00
22286085,33.67,-96.46,30.64,-97.48,184.0,2,844.0,0,2021-02-14 13:00:00
22286186,30.08,-97.6,43.63,-91.36,1065.0,2,2900.0,0,2021-02-05 14:00:00
22286275,39.91,-85.94,41.35,-81.1,329.0,2,1500.0,0,2021-02-04 14:15:00
22286393,41.28,-81.61,42.98,-87.03,368.0,2,852.0,0,2021-02-03 14:15:00
22286396,38.02,-85.69,40.08,-82.41,211.0,2,1200.0,0,2021-02-03 13:15:00
22286423,42.76,-87.61,42.54,-80.29,416.0,2,1800.0,0,2021-02-11 14:15:00
22286529,42.48,-88.66,43.67,-94.34,400.0,2,1542.0,0,2021-02-04 14:30:00
22286543,42.74,-87.42,40.46,-82.07,388.0,2,1750.0,0,2021-02-15 14:30:00
22286604,30.03,-94.54,29.71,-97.63,221.0,2,700.0,0,2021-02-05 13:30:00
22286621,42.58,-87.28,33.45,-96.35,931.0,2,2200.0,0,2021-02-04 14:30:00
22286667,42.82,-87.57,42.11,-83.74,251.0,2,1200.0,0,2021-02-09 15:30:00
22286676,30.44,-94.27,33.84,-96.45,250.0,2,500.0,0,2021-02-03 14:30:00
22286766,41.53,-90.84,41.71,-82.09,432.0,2,1912.0,0,2021-02-05 14:30:00
22286790,42.28,-87.21,42.57,-83.97,256.0,2,1000.0,0,2021-02-10 15:45:00
22286809,33.29,-96.33,33.59,-96.57,45.0,2,150.0,0,2021-02-04 14:45:00
22286854,39.69,-85.34,41.05,-82.68,275.0,2,1150.0,0,2021-02-04 14:45:00
22286857,31.0,-94.0,31.0,-94.0,18.0,2,150.0,0,2021-02-03 14:45:00
22286858,40.8,-83.44,43.38,-93.72,663.0,2,2007.0,0,2021-02-03 14:45:00
22286882,42.63,-91.13,41.28,-80.71,611.0,2,2800.0,0,2021-02-07 14:45:00
22286963,40.13,-90.65,42.05,-88.29,261.0,2,1350.0,0,2021-02-17 14:45:00
22286967,40.08,-90.5,42.86,-88.85,260.0,2,1400.0,0,2021-02-17 14:45:00
22286986,41.71,-81.58,33.96,-96.05,1187.0,2,3500.0,0,2021-02-03 14:45:00
22287032,42.34,-87.93,42.61,-90.88,173.0,2,800.0,0,2021-02-05 15:00:00
22287228,41.29,-91.41,40.74,-89.91,250.0,2,1500.0,0,2021-02-04 14:00:00
22287230,41.92,-91.68,40.16,-89.74,252.0,2,1514.0,0,2021-02-04 14:00:00
22287410,42.92,-87.87,42.14,-86.78,43.0,2,600.0,0,2021-02-03 15:00:00
22287411,42.0,-87.0,42.0,-87.0,7.0,2,400.0,0,2021-02-04 15:00:00
22287447,42.91,-89.59,32.99,-105.68,1399.0,2,2262.0,0,2021-02-04 15:15:00
22287582,42.14,-88.65,40.46,-85.3,227.0,2,1300.0,0,2021-02-05 15:15:00
22287585,42.44,-88.0,40.4,-85.33,227.0,2,1130.0,0,2021-02-05 15:15:00
22287655,42.51,-87.53,42.54,-87.86,33.0,2,407.0,0,2021-02-08 15:30:00
22287742,42.29,-89.53,28.98,-99.91,1325.0,2,2800.0,0,2021-02-03 14:30:00
22287773,42.71,-90.95,33.17,-96.25,861.0,2,3400.0,0,2021-02-03 15:30:00
22287781,33.99,-96.25,34.6,-101.17,346.0,3,1425.0,0,2021-02-09 15:30:00
22287792,38.01,-88.4,26.37,-97.52,1232.0,2,1375.0,0,2021-02-08 16:30:00
22287828,41.15,-90.45,41.42,-82.42,437.0,2,2100.0,0,2021-02-04 15:30:00
22287832,41.56,-90.75,41.21,-82.81,435.0,2,2100.0,0,2021-02-04 15:30:00
22287845,38.72,-85.04,28.02,-99.79,1272.0,2,1700.0,0,2021-02-12 15:30:00
22287868,42.25,-87.9,41.59,-84.09,184.0,2,958.0,0,2021-02-03 15:30:00
22287869,39.01,-83.39,38.73,-87.37,243.0,2,1600.0,0,2021-02-10 15:30:00
22287912,42.99,-87.05,40.13,-82.77,412.0,2,1650.0,0,2021-02-09 16:30:00
22287922,42.58,-87.78,40.54,-82.88,415.0,2,1400.0,0,2021-02-10 16:30:00
22288055,30.1,-94.54,28.13,-99.53,339.0,2,500.0,0,2021-02-05 15:45:00
22288169,42.42,-87.4,41.16,-84.31,192.0,2,750.0,0,2021-02-03 15:45:00
22288171,42.04,-87.36,41.84,-80.45,453.0,2,1800.0,0,2021-02-05 16:45:00
22288177,42.36,-87.68,42.4,-87.76,380.0,3,1500.0,0,2021-02-12 15:45:00
22288214,42.49,-87.26,39.62,-89.14,278.0,2,1364.0,0,2021-02-05 15:00:00
22288260,30.36,-94.83,42.71,-87.89,1155.0,2,2300.0,0,2021-02-05 16:00:00
22288304,42.37,-92.29,39.3,-84.42,531.0,2,1600.0,0,2021-02-04 15:00:00
22288305,43.66,-91.76,42.83,-88.28,230.0,2,1300.0,0,2021-02-03 15:00:00
22288310,30.84,-94.74,40.09,-83.72,1164.0,2,2550.0,0,2021-02-16 16:00:00
22288311,40.43,-85.79,40.38,-85.95,508.0,3,1300.0,0,2021-02-03 15:00:00
22288368,30.23,-94.25,41.86,-84.73,1236.0,2,2100.0,0,2021-02-15 16:00:00
22288376,42.47,-83.65,41.61,-86.35,194.0,2,600.0,0,2021-02-05 15:00:00
22288498,42.03,-91.1,28.8,-99.04,1256.0,2,3300.0,0,2021-02-03 16:00:00
22288516,33.0,-96.0,33.0,-96.0,10.0,2,400.0,1,2021-02-08 16:00:00
22288555,33.95,-96.66,30.48,-95.85,283.0,2,750.0,0,2021-02-15 16:15:00
22288608,33.93,-96.18,30.82,-95.16,285.0,2,600.0,0,2021-02-04 16:15:00
22288629,33.43,-95.2,33.82,-96.87,57.0,2,500.0,0,2021-02-15 16:15:00
22288639,38.51,-87.47,28.45,-99.69,1147.0,2,2100.0,0,2021-02-04 15:15:00
22288674,41.22,-95.21,33.1,-96.14,663.0,2,2100.0,0,2021-02-08 16:15:00
22289320,30.94,-94.64,33.52,-96.83,212.0,2,489.0,0,2021-02-03 16:30:00
22291489,26.4,-97.62,29.69,-98.5,262.0,2,800.0,0,2021-02-08 16:00:00
22291513,32.99,-105.65,33.24,-96.89,613.0,2,1550.0,0,2021-02-24 16:00:00
22291597,42.14,-86.99,40.1,-82.22,318.0,2,1350.0,0,2021-02-09 16:00:00
22291991,40.0,-83.0,40.0,-83.0,14.0,2,684.0,0,2021-02-04 17:00:00
22292481,33.48,-96.41,42.69,-87.23,951.0,2,1700.0,0,2021-02-05 17:00:00
22294302,30.86,-94.59,32.14,-98.78,281.0,2,950.0,0,2021-02-04 17:15:00
22295511,40.42,-87.56,41.83,-83.8,321.0,2,1650.0,0,2021-02-22 17:30:00
22295819,39.02,-83.54,30.5,-95.79,1089.0,2,2600.0,0,2021-02-03 17:30:00
22295923,42.0,-86.0,42.0,-86.0,18.0,2,375.0,0,2021-02-08 16:00:00
22295969,41.44,-87.83,42.22,-87.68,25.0,2,450.0,0,2021-02-16 18:15:00
22295999,34.0,-96.38,34.05,-101.42,358.0,2,776.0,0,2021-02-03 18:30:00
22296027,42.17,-87.98,40.64,-82.43,366.0,2,1476.0,0,2021-02-04 18:30:00
22296042,41.58,-89.86,40.93,-85.67,252.0,2,1191.0,0,2021-02-11 18:45:00
22296779,39.1,-88.79,41.06,-80.74,512.0,2,1942.0,0,2021-02-09 23:00:00
22296807,41.89,-83.84,32.75,-96.68,1166.0,2,2550.0,0,2021-02-05 00:00:00
22296859,42.58,-91.83,42.9,-87.42,220.0,2,900.0,0,2021-02-04 01:30:00
